x,y1,y2,y3,y4
-15.9,10.794425,4019.9438,13.123352,79.52679
-15.8,10.488632,3944.4648,12.484678,79.10982
-15.7,10.614029,3869.5562,12.471491,78.1958
-15.6,10.590219,3796.7522,12.587909,77.810684
-15.5,10.970117,3724.3115,13.037128,77.813255
-15.4,10.967429,3652.2288,12.607979,77.333275
-15.3,10.641742,3581.3274,13.21981,76.891205
-15.2,10.710941,3511.8953,12.372948,76.29386
-15.1,10.691309,3442.4617,12.631045,75.81785
-15.0,10.427494,3374.6328,13.107022,75.11646
-14.9,10.94956,3308.4358,12.232401,74.52101
-14.8,10.676188,3241.6584,12.909311,73.7013
-14.7,10.708274,3177.018,12.787386,73.58403
-14.6,10.226989,3111.6492,12.753248,72.747086
-14.5,9.984557,3048.6711,12.465875,72.93876
-14.4,9.798298,2986.476,13.1390505,71.78852
-14.3,10.389884,2924.1433,12.68024,71.58533
-14.2,10.246307,2863.6653,12.439895,70.71274
-14.1,9.731552,2802.9834,12.649319,70.89573
-14.0,9.745942,2744.29,12.247843,70.41554
-13.9,10.032998,2685.329,12.948662,69.67606
-13.8,10.268514,2628.2322,12.95408,68.95809
-13.7,10.068354,2571.6184,12.501118,68.97672
-13.6,9.462058,2515.273,12.8470125,68.20138
-13.5,9.942531,2460.7917,12.797078,67.79357
-13.4,9.546134,2405.766,12.562219,67.08746
-13.3,9.921462,2353.1167,12.584279,66.621925
-13.2,9.420039,2300.0493,13.006136,66.16796
-13.1,9.058946,2248.0925,12.4299965,65.19839
-13.0,9.710528,2196.9282,12.298949,65.20344
-12.9,9.62335,2146.2617,12.4034815,64.83744
-12.8,9.164112,2097.627,12.129242,63.517376
-12.7,8.961113,2048.131,12.947886,63.673874
-12.6,9.435609,2000.697,12.700654,62.97011
-12.5,9.267936,1953.4536,12.79299,62.028492
-12.4,8.929789,1907.0311,12.231524,61.626312
-12.3,8.9066,1860.5353,12.580058,61.920326
-12.2,9.578294,1815.5474,12.040188,61.038185
-12.1,9.317064,1771.2858,12.094589,60.0798
-12.0,9.301197,1727.7897,12.827808,60.20738
-11.9,8.928065,1684.7578,12.639258,59.539467
-11.8,8.670114,1643.1306,12.4454565,59.443558
-11.7,8.959146,1601.7441,12.902786,58.896866
-11.6,8.94298,1560.6882,12.567401,57.95497
-11.5,8.945209,1521.0503,12.673098,57.822422
-11.4,8.456377,1481.6099,12.745721,57.492123
-11.3,8.776561,1442.6053,11.941545,56.0333
-11.2,8.904583,1404.5264,12.173165,55.576843
-11.1,8.368621,1367.5356,12.822875,55.442554
-11.0,8.850422,1331.3049,12.616231,54.922672
-10.9,8.428766,1294.8921,11.951819,54.10902
-10.8,8.002683,1259.546,12.264154,54.343937
-10.7,8.784455,1224.7642,11.994013,53.831093
-10.6,8.665449,1190.7944,12.746785,53.4356
-10.5,8.720499,1157.2489,12.241362,52.023453
-10.4,7.974408,1124.7084,12.050707,52.0456
-10.3,8.359171,1093.1953,12.366331,51.48509
-10.2,8.426536,1060.7715,12.534101,50.82179
-10.1,8.327385,1029.9697,12.383809,50.797836
-10.0,8.223239,999.713,12.030712,50.446518
-9.9,8.22285,970.6783,11.971413,49.542377
-9.8,7.929366,941.60345,12.254667,48.947685
-9.7,8.089322,913.0571,12.750456,48.209633
-9.6,8.102025,885.2257,12.30041,47.69467
-9.5,8.048565,857.4575,12.05369,47.82802
-9.4,7.7980285,830.5049,12.709327,46.601665
-9.3,7.3452764,804.0963,12.413489,46.85109
-9.2,7.921285,778.3482,12.123623,45.527473
-9.1,7.3370132,753.7421,11.709796,45.242653
-9.0,7.196226,729.3269,11.823119,44.82898
-8.9,7.2895637,704.78125,12.589639,44.71027
-8.8,7.4076004,681.9478,12.514496,44.314445
-8.7,7.738016,658.0368,11.963977,43.93788
-8.6,7.466539,635.8679,12.076205,42.970604
-8.5,7.745092,614.33624,12.399124,42.220303
-8.4,6.9667974,592.8563,12.4529915,42.35378
-8.3,7.4371014,571.91425,12.13239,41.091614
-8.2,7.570856,551.3599,12.419338,40.935993
-8.1,6.984788,531.9121,12.313025,40.024025
-8.0,7.2238836,512.30524,11.61212,39.802822
-7.9,6.8197174,493.44336,12.118445,39.004513
-7.8,6.429222,475.02704,11.872588,38.680893
-7.7,7.280899,456.84372,12.426138,38.534363
-7.6,6.598939,438.57626,12.341061,38.166256
-7.5,6.472765,421.5621,12.441727,37.558144
-7.4,6.970172,405.67902,11.869564,36.600716
-7.3,6.518864,388.6594,11.679747,36.373627
-7.2,6.1537743,372.80344,11.514182,36.39504
-7.1,6.8378153,358.32153,11.812206,35.285736
-7.0,6.424626,342.6936,11.550596,35.218796
-6.9,6.493798,328.24432,11.491661,34.605648
-6.8,6.491512,314.58853,12.042737,33.724667
-6.7,6.4357753,300.46335,11.826772,33.080055
-6.6,6.7864647,287.93762,12.14318,33.113613
-6.5,5.854047,274.16403,11.760791,32.081776
-6.4,6.6065626,261.69583,12.061851,31.503923
-6.3,6.3185287,250.405,11.402439,31.148598
-6.2,5.7304854,238.18341,11.812579,30.830362
-6.1,5.848654,226.71121,11.548814,30.238955
-6.0,5.725889,215.86646,12.0218,30.185555
-5.9,6.3998623,205.30602,12.063826,29.816881
-5.8,5.8679075,195.58968,11.287567,28.63398
-5.7,5.721925,185.00696,11.923187,28.950832
-5.6,5.664697,176.07242,12.168099,28.327757
-5.5,5.9495616,166.02692,11.950524,27.852964
-5.4,5.8575068,157.9403,11.594111,27.096132
-5.3,5.5774217,148.69041,12.081187,26.772793
-5.2,5.6587725,140.51875,11.152194,25.702835
-5.1,5.9449887,132.59317,12.089507,25.777899
-5.0,5.6829524,124.701385,11.566801,25.269146
-4.9,5.214364,117.308365,12.01499,24.502613
-4.8,5.6405683,110.526115,11.637355,23.846571
-4.7,5.1543427,103.643036,11.771492,23.183657
-4.6,4.9554214,97.07252,11.439949,22.603539
-4.5,5.265858,91.255806,11.263204,22.873514
-4.4,5.177357,84.94371,11.90123,22.485903
-4.3,5.534906,79.17722,11.60246,21.076988
-4.2,5.5103197,74.438385,11.506757,20.624702
-4.1,5.338211,68.45575,11.903766,20.590748
-4.0,5.4307323,64.16169,11.094399,20.479338
-3.9,5.1011367,59.422073,11.331956,19.654377
-3.8,4.9292417,54.44758,11.159861,19.265955
-3.7,5.255118,50.427925,11.503953,18.921919
-3.6,4.669166,46.530205,11.077864,17.577932
-3.5,4.5409327,42.910458,11.033951,17.763647
-3.4,4.909636,39.22221,11.425562,17.331959
-3.3,4.6534867,36.200745,11.2793865,16.286877
-3.2,5.0779595,32.305565,11.053422,15.83531
-3.1,4.1858306,29.978973,11.623075,15.205964
-3.0,4.2550845,26.53687,11.557756,15.057051
-2.9,4.487384,24.71824,10.732871,14.165277
-2.8,4.070356,22.062897,11.358716,14.2871475
-2.7,4.49608,19.995073,10.698741,13.585451
-2.6,4.2717476,17.73974,11.281549,12.563905
-2.5,3.7821672,15.863551,10.506045,12.2398
-2.4,4.0582914,13.915914,10.559912,12.048522
-2.3,4.582868,11.860176,11.191843,11.167192
-2.2,4.111105,10.793613,10.89588,10.783077
-2.1,4.0909104,9.359146,11.212218,10.720565
-2.0,3.8598726,7.77652,10.577775,10.430184
-1.9,3.7111135,6.6506996,10.277488,9.088052
-1.8,3.7064085,5.935222,10.839786,9.138014
-1.7,4.0638747,4.5128717,10.821859,8.204355
-1.6,4.214928,4.245251,10.683382,8.349501
-1.5,4.1227217,3.8345263,10.106131,7.705217
-1.4,3.2115119,3.0841684,10.672638,7.025175
-1.3,3.933524,2.0655832,10.458796,6.732169
-1.2,3.895573,2.0498405,10.347341,6.321473
-1.1,3.3307545,1.1173499,9.855847,5.3685656
-1.0,3.226099,1.1011345,9.518229,5.0891166
-0.9,3.6741955,1.2125809,9.786101,4.999862
-0.8,3.8473248,0.6150777,10.218038,3.5624926
-0.7,2.8527484,-0.094713256,9.32183,3.700002
-0.6,3.4957604,0.29947963,9.158162,2.7439857
-0.5,2.7584338,0.40440056,9.202224,2.607041
-0.4,3.2735171,-0.22663285,9.013536,1.7950538
-0.3,2.8622563,-0.08613126,8.79088,1.8336442
-0.2,3.3856924,0.34789392,8.740886,1.4590429
-0.1,3.3743556,-0.24300292,8.150617,0.47079948
2.842171e-13,2.5570464,-0.12775502,-18.446669,0.27064803
0.1,2.7790804,0.14041112,7.7550216,0.74164283
0.2,3.318929,0.38076353,8.28791,0.5680063
0.3,3.297065,0.39802197,9.221399,1.7940978
0.4,3.0353503,0.32823986,8.766603,1.7996303
0.5,2.7338648,0.11559757,9.619506,2.0298765
0.6,2.9502149,-0.20968655,8.996234,2.6508894
0.7,2.8422604,-0.34900823,9.500513,3.7487488
0.8,2.7255435,-0.017093258,9.892871,4.239344
0.9,2.4688554,-1.0678403,10.211251,4.724742
1.0,2.9594085,-1.1383511,10.115367,4.7863135
1.1,2.903689,-0.8962668,10.3974905,5.041173
1.2,2.1736124,-2.193426,9.729557,5.987539
1.3,1.8562448,-2.0741644,10.451608,6.2864304
1.4,2.6401494,-2.5646439,10.181669,7.2971473
1.5,2.443818,-2.9986875,10.213753,7.0196133
1.6,1.9600042,-4.2867103,10.166571,7.6154323
1.7,1.7306752,-4.8800116,10.507892,8.630373
1.8,1.6365399,-5.917558,10.932171,8.637786
1.9,2.3263745,-6.620023,10.211926,9.416854
2.0,2.1604462,-8.291929,11.103214,9.514624
2.1,1.8916123,-9.652655,11.015903,10.283267
2.2,1.5166494,-10.351471,10.97191,10.930401
2.3,1.6324091,-12.116959,10.866826,11.148877
2.4,1.9077735,-13.998533,10.733856,12.286775
2.5,1.4345723,-15.368085,10.822801,12.311417
2.6,2.1756825,-17.611097,11.219025,12.579911
2.7,1.5801388,-19.726772,10.839093,13.86797
2.8,1.7008907,-21.885244,10.7094965,13.511351
2.9,1.2112225,-24.268135,11.145614,14.743387
3.0,1.5230772,-26.58211,11.02667,15.262904
3.1,1.6586471,-30.196623,11.363209,15.2420025
3.2,0.9040521,-32.90085,11.048143,16.305922
3.3,1.2298133,-36.218254,10.933033,16.812267
3.4,1.2512585,-39.37495,10.845748,16.791561
3.5,0.7834178,-42.442844,11.576764,17.81271
3.6,1.2461619,-46.300854,11.128191,18.315462
3.7,1.0462139,-50.98021,11.2595625,18.632414
3.8,1.2462267,-54.50067,11.115848,19.0127
3.9,0.84843403,-59.07835,11.651098,19.011248
4.0,1.2864288,-64.44659,11.370402,20.245619
4.1,1.4332898,-68.665634,11.524399,20.292362
4.2,0.60735816,-74.146996,11.301558,21.451208
4.3,1.1099839,-79.536125,11.850992,21.97404
4.4,0.9502168,-84.75231,11.0119915,21.692383
4.5,0.33321455,-90.68833,11.267368,22.372051
4.6,0.9555773,-97.24591,11.871915,22.679337
4.7,0.25286278,-103.491165,11.302433,23.18441
4.8,0.8636711,-110.80325,12.010336,23.93718
4.9,0.7103687,-117.2678,11.354664,24.401005
5.0,0.8953752,-125.49987,11.637673,25.36142
5.1,0.13560115,-132.7465,11.572773,25.763884
5.2,0.1291958,-140.1288,11.742766,25.745108
5.3,-0.1157398,-149.28091,11.48631,26.926666
5.4,0.6594475,-157.5525,11.551944,27.38338
5.5,-0.035407033,-166.20004,11.21737,27.540318
5.6,0.60230523,-176.10036,11.632388,28.322628
5.7,0.20478392,-185.63881,11.70514,28.328503
5.8,0.5501406,-194.83792,11.562209,29.038548
5.9,0.016189123,-204.88016,12.135908,29.023565
6.0,-0.0075072413,-215.85905,11.551079,29.927362
6.1,-0.3740294,-227.17819,12.181873,30.805355
6.2,-0.24863401,-238.14854,11.608678,30.705484
6.3,-0.41630176,-250.13794,11.664921,31.94748
6.4,-0.05832415,-262.50427,12.023262,31.798819
6.5,-0.6912196,-274.9573,12.124209,32.245018
6.6,0.038304254,-287.38013,11.538341,32.929703
6.7,-0.31095797,-300.69336,11.713449,33.16115
6.8,-0.33472076,-314.71536,11.582833,33.81963
6.9,-0.82703507,-328.49747,11.616877,34.36803
7.0,-0.21856855,-343.12042,11.553322,35.09259
7.1,-0.6467598,-357.66193,11.628078,35.927105
7.2,-0.5687941,-373.13528,12.145284,36.10778
7.3,-0.37711948,-388.5402,11.973494,36.5486
7.4,-0.29392537,-405.0001,11.871147,37.335983
7.5,-0.9317819,-422.14014,12.130367,37.948147
7.6,-0.41542947,-439.11423,12.183238,37.973755
7.7,-0.9686848,-456.2267,12.268727,38.93535
7.8,-0.67915326,-474.1016,12.307925,38.80555
7.9,-1.0794088,-493.26782,12.359592,39.877224
8.0,-0.6648907,-512.08,12.383654,39.74401
8.1,-1.4491796,-531.2971,11.767085,40.44774
8.2,-1.2246153,-551.3157,11.898199,40.606537
8.3,-0.91760206,-571.2935,11.86716,41.30449
8.4,-0.8165691,-592.9213,12.444789,42.102615
8.5,-1.583656,-614.58,12.280317,42.063446
8.6,-1.571117,-636.1528,11.740677,43.18276
8.7,-1.6028012,-658.46747,11.990142,43.980854
8.8,-1.7015615,-681.25323,12.555772,44.444164
8.9,-1.164874,-704.7246,11.844253,44.698044
9.0,-1.5238624,-728.8433,12.648533,45.27399
9.1,-1.1225858,-753.5174,11.94725,45.55243
9.2,-1.7911776,-779.046,12.574635,45.777298
9.3,-1.4055525,-804.752,12.53588,46.022408
9.4,-1.608244,-830.38635,12.628001,46.987167
9.5,-1.5010611,-857.47095,12.263093,47.191906
9.6,-1.3529398,-884.96466,11.942148,48.337387
9.7,-1.472056,-912.9171,12.411614,48.94337
9.8,-1.7699802,-940.9142,12.273645,49.193867
9.9,-2.3755746,-969.85535,12.464532,49.519108
10.0,-1.5459442,-1000.1644,12.509281,49.97481
10.1,-2.1430058,-1030.4518,11.971747,50.422302
10.2,-2.4222686,-1060.9386,12.614454,51.028988
10.3,-1.9560213,-1092.4395,12.730363,51.46278
10.4,-2.2168894,-1124.909,12.632714,52.362877
10.5,-1.9944687,-1157.3829,12.089411,52.606422
10.6,-2.1830652,-1191.2383,12.602572,53.2044
10.7,-2.210118,-1225.4225,11.971608,53.12771
10.8,-2.08871,-1259.289,12.094967,53.94526
10.9,-2.0094817,-1295.5254,12.435569,54.62517
11.0,-2.100426,-1330.659,12.638962,55.393913
11.1,-2.6283522,-1367.5142,11.951543,55.136166
11.2,-2.7085114,-1405.0958,11.929493,55.9599
11.3,-2.7838883,-1443.0544,12.809995,56.895275
11.4,-2.6456373,-1481.757,12.896565,57.32546
11.5,-2.4677918,-1520.7673,12.03199,57.31933
11.6,-2.9391673,-1561.0455,12.007846,58.301186
11.7,-3.2835975,-1602.0225,12.435024,58.56728
11.8,-3.0544386,-1643.3433,11.996085,58.879005
11.9,-2.5892715,-1685.4783,12.440681,59.347954
12.0,-2.5012548,-1727.7565,12.399229,60.205772
12.1,-3.0182824,-1771.9626,12.422217,60.658558
12.2,-3.143334,-1815.7355,12.837977,60.87501
12.3,-2.7186804,-1861.1763,12.648999,61.64866
12.4,-3.4412093,-1906.2064,12.348981,62.325848
12.5,-3.4817588,-1953.0659,12.304683,62.56344
12.6,-3.6321437,-2000.0961,12.041031,62.83681
12.7,-3.4724634,-2048.084,12.530132,63.558056
12.8,-2.9025464,-2097.3376,12.558226,64.03319
12.9,-3.2549317,-2146.3733,12.812179,64.40089
13.0,-3.997425,-2196.5415,12.133731,65.49729
13.1,-3.752353,-2247.6235,12.707109,65.187584
13.2,-4.0015144,-2299.8064,12.663294,65.690765
13.3,-3.9795108,-2352.723,12.511729,66.69653
13.4,-3.9557288,-2405.8179,12.796577,66.98612
13.5,-3.3004556,-2460.2104,12.726465,67.87187
13.6,-4.065308,-2515.2722,12.872481,67.55116
13.7,-3.7294738,-2571.7092,13.055814,68.75756
13.8,-4.2075453,-2628.4583,12.206446,68.61866
13.9,-4.2669606,-2685.808,12.828308,69.384544
14.0,-4.372201,-2743.8452,12.247075,70.17287
14.1,-4.323872,-2803.3486,12.373988,70.30641
14.2,-3.8648427,-2863.5469,12.518822,71.17186
14.3,-4.3935113,-2923.8113,13.038765,71.24895
14.4,-4.507775,-2985.5698,12.692915,71.52718
14.5,-4.615334,-3048.2368,12.754235,72.62812
14.6,-3.9939632,-3111.9763,12.703568,72.754234
14.7,-4.6504736,-3176.6653,12.544585,73.0616
14.8,-4.886662,-3242.2305,12.662656,74.43222
14.9,-4.269291,-3307.7805,12.26714,74.24138
15.0,-4.140303,-3374.9727,12.811603,75.42907
15.1,-4.2225027,-3442.801,12.235144,75.53966
15.2,-4.4861517,-3511.7996,12.972512,75.58195
15.3,-4.799881,-3582.0293,12.84866,76.141106
15.4,-4.948236,-3652.2136,12.83145,77.09726
15.5,-4.683129,-3723.6624,13.210841,77.50633
15.6,-5.2094073,-3796.3281,12.78526,77.709015
15.7,-5.110392,-3869.7751,12.617819,78.471375
15.8,-5.090717,-3944.2998,13.0898485,78.68492
15.9,-4.591378,-4019.7075,12.377664,79.138695
16.0,-4.8310466,-4096.068,12.728721,80.40125
16.1,-4.5922074,-4173.7603,12.523202,80.48979
16.2,-4.7187,-4251.649,13.175799,80.66466
16.3,-4.668035,-4330.4224,13.113822,81.17433
16.4,-5.0130806,-4411.306,13.163037,81.61514
16.5,-4.79604,-4491.728,13.294559,82.387085
16.6,-5.5767407,-4574.443,12.409429,83.30893
16.7,-5.5292077,-4657.1147,13.30314,83.09699
16.8,-5.6723647,-4741.2295,13.028797,84.319824
16.9,-5.915876,-4826.6855,12.875508,84.72617
17.0,-5.7839437,-4913.0044,12.502693,85.285194
17.1,-5.9853225,-5000.6094,12.625383,85.8124
17.2,-5.52276,-5088.6143,12.904447,86.487404
17.3,-5.927384,-5178.0874,13.195451,86.31829
17.4,-5.8679943,-5267.801,12.838897,87.00743
17.5,-6.12827,-5359.6777,13.319662,87.82179
17.6,-6.095189,-5451.6304,12.9971285,87.978096
17.7,-6.120434,-5545.4854,12.449949,88.480125
17.8,-5.9168043,-5639.2944,13.294904,89.34693
17.9,-5.4972,-5735.3696,12.644419,89.642975
18.0,-6.46062,-5831.676,13.200602,90.32785
18.1,-5.5568705,-5930.173,13.287209,90.991745
18.2,-6.15711,-6028.8247,13.369137,90.903656
18.3,-6.3863487,-6128.7896,13.153245,91.821846
18.4,-6.317596,-6229.882,12.975237,92.43482
18.5,-6.6500974,-6331.159,13.026786,92.589836
18.6,-6.0838666,-6434.759,12.725646,92.83458
18.7,-6.1635656,-6539.2866,13.386102,93.15482
18.8,-6.4562564,-6644.6377,13.129311,94.263695
18.9,-6.6709485,-6751.23,12.922602,94.52709
19.0,-6.7659793,-6858.5864,13.328598,94.673996
19.1,-6.563705,-6968.291,12.636734,95.89896
19.2,-6.8185697,-7078.114,13.039992,96.223625
19.3,-6.256119,-7189.519,13.052957,96.20477
19.4,-7.0242376,-7301.4346,13.387007,96.50184
19.5,-7.001097,-7414.4834,13.406766,97.97179
19.6,-6.7220306,-7529.7153,13.471024,98.355774
19.7,-6.364794,-7644.894,13.110482,98.10339
19.8,-7.0942726,-7762.1973,12.792691,99.45017
19.9,-7.256148,-7880.912,12.73489,99.83568
